t_DVL,WX,WY,WZ,BX,BY,BZ,t_imu,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,t_filter,PN,PE,Sample period (seconds),Time Since Start of Day (seconds),No of GPS Satellites Available,Latitude (degrees),Longitude (degrees),Velocity (km/hr),Indicated Vehicle Speed (km/hr),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Steering Angle (degrees),Yaw Rate (deg/sec),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Heading (degrees)
2017/08/23/12:21:57.367332,0.271,-0.262,-0.235,0.258,-0.155,-0.255,2017/08/23/12:21:57.365761,-0.3138128,-9.09272588,-3.43625016,-0.0286234,0.123569311,0.327423768,0.1899,0.2031,0.3788,2017/08/23/12:21:57.370477,21.3580714,37.58284906,0.259855,10.555894370189886,10,0.00019186194214876033,0.00033761093298598633,1.3569899041628866,1.3569899041628866,0.3769416400452463,0.3769416400452463,0.3769416400452463,0.3769416400452463,0.0,18.76000001867062,-0.03198907237512742,-0.3502803425076453,130.3076195657494
2017/08/23/12:21:57.640854,0.173,-0.076,-0.224,0.28,-0.095,-0.246,2017/08/23/12:21:57.642254,-0.76884136,-9.02996332,-3.40486888,-0.017453293,0.093549648,0.071558499,0.189,0.1933,0.3834,2017/08/23/12:21:57.654451,21.27415907,37.67928153,0.276493,10.832387370189887,10,0.000191108148311175,0.0003384771966403162,0.6802476019803378,0.6802476019803378,0.1889576672167605,0.1889576672167605,0.1889576672167605,0.1889576672167605,0.0,4.099999980991122,-0.07837322731906218,-0.3470814352701325,131.02870693708724
2017/08/23/12:21:57.897591,0.325,0.013,-0.283,0.323,-0.013,-0.253,2017/08/23/12:21:57.893977,-0.67469752,-8.95151012,-3.40486888,-0.008726646,0.068416907,-0.183259571,0.1828,0.196,0.3849,2017/08/23/12:21:57.906468,21.21911053,37.72027245,0.251723,11.084110370189887,10,0.00019061364112468558,0.00033884542265540785,1.170935625899221,1.170935625899221,0.3252598960831169,0.3252598960831169,0.3252598960831169,0.3252598960831169,0.0,-10.499999973678056,-0.06877650560652396,-0.3470814352701325,143.32744044798886
2017/08/23/12:21:58.161893,0.309,-0.046,-0.306,0.329,0.041,-0.301,2017/08/23/12:21:58.163723,0.01569064,-8.92797416,-3.26365312,0.004537856,0.059341195,-0.196175008,0.1624,0.2,0.3855,2017/08/23/12:21:58.150486,21.17116396,37.79125448,0.269746,11.353856370189886,10,0.0001901829317283507,0.0003394830621631333,1.1246586682189401,1.1246586682189401,0.31240518561637226,0.31240518561637226,0.31240518561637226,0.31240518561637226,0.0,-11.240000004345161,0.0015994536187563708,-0.3326863527013251,124.03803338382117
2017/08/23/12:21:58.417637,0.318,0.134,-0.305,0.263,0.071,-0.363,2017/08/23/12:21:58.414279,0.21182364,-8.88874756,-3.2165812,0.016406095,0.061086524,-0.067718775,0.1486,0.2039,0.3868,2017/08/23/12:21:58.402599,21.13302633,37.87010288,0.250556,11.604412370189886,10,0.00018984033713618397,0.0003401913661516349,1.2422869233796194,1.2422869233796194,0.34507970093878315,0.34507970093878315,0.34507970093878315,0.34507970093878315,0.0,-3.880000001296031,0.02159262385321101,-0.327887991845056,115.81226435239469
2017/08/23/12:21:58.701067,0.035,0.028,-0.362,0.151,0.077,-0.409,2017/08/23/12:21:58.698999,0.26674088,-9.07703524,-3.10674672,0.035604717,0.052708943,0.048520153,0.1413,0.2071,0.3859,2017/08/23/12:21:58.686480,21.09535752,37.95504056,0.28472,11.889132370189886,10,0.00018950195400646783,0.00034095437082285303,0.1613587307833078,0.1613587307833078,0.044821869662029945,0.044821869662029945,0.044821869662029945,0.044821869662029945,0.0,2.77999998822902,0.027190711518858306,-0.31669181651376144,113.91669377682172
2017/08/23/12:21:58.957534,0.05,0.125,-0.377,0.044,0.117,-0.442,2017/08/23/12:21:58.958731,0.00784532,-9.1790244,-2.97337628,0.053407075,0.047822022,0.087964594,0.1413,0.2112,0.3837,2017/08/23/12:21:58.974414,21.10475215,38.01183445,0.259732,12.148864370189886,10,0.0001895863470176069,0.00034146455668343517,0.48466483264210547,0.48466483264210547,0.13462912017836262,0.13462912017836262,0.13462912017836262,0.13462912017836262,0.0,5.039999982781803,0.0007997268093781854,-0.30309646075433233,80.60740144429414
2017/08/23/12:21:59.217083,-0.085,0.011,-0.351,-0.038,0.116,-0.457,2017/08/23/12:21:59.218944,-0.06276256,-9.28885888,-2.84785116,0.069115038,0.043284165,0.087266463,0.1417,0.2153,0.38,2017/08/23/12:21:59.226565,21.07039,38.06137407,0.260213,12.409077370189886,10,0.00018927766798418973,0.0003419095766259432,0.30855171365591216,0.30855171365591216,0.08570880934886449,0.08570880934886449,0.08570880934886449,0.08570880934886449,0.0,5.0000000229345565,-0.006397814475025483,-0.2903008318042813,124.74632441584403
2017/08/23/12:21:59.476869,-0.058,0.216,-0.356,-0.124,0.128,-0.444,2017/08/23/12:21:59.479110,-0.18828768,-9.4536106,-2.77724328,0.079237948,0.037699112,0.056548668,0.142,0.2217,0.377,2017/08/23/12:21:59.466526,21.07776134,38.08486305,0.260166,12.669243370189886,10,0.0001893438855551563,0.00034212058075817463,0.8051454526978339,0.8051454526978339,0.2236515146382872,0.2236515146382872,0.2236515146382872,0.2236515146382872,0.0,3.240000013486494,-0.019193443425076454,-0.28310329051987765,72.5770367031983
2017/08/23/12:21:59.732626,-0.165,-0.103,-0.382,-0.191,0.136,-0.413,2017/08/23/12:21:59.730581,-0.196133,-9.58698104,-2.7066354,0.07574729,0.028972466,0.036302848,0.1424,0.2285,0.3728,2017/08/23/12:21:59.722490,21.09759106,38.09039074,0.251471,12.920714370189886,10,0.00018952201814588572,0.0003421702366151635,0.7002347035101874,0.7002347035101874,0.19450963986394093,0.19450963986394093,0.19450963986394093,0.19450963986394093,0.0,2.0799999747049416,-0.019993170234454637,-0.275905749235474,15.576229015144197
2017/08/23/12:22:00.004031,-0.232,0.1,-0.269,-0.208,0.134,-0.36,2017/08/23/12:22:00.007036,-0.29027684,-9.65758892,-2.67525412,0.064926248,0.020943951,0.010471976,0.1416,0.2357,0.3684,2017/08/23/12:22:00.002577,21.12913257,38.08793254,0.276455,13.197169370189886,10,0.00018980535905497664,0.00034214815432985984,0.9094828420591562,0.9094828420591562,0.25263412279421005,0.25263412279421005,0.25263412279421005,0.25263412279421005,0.0,0.6000000279622897,-0.02958989194699286,-0.27270684199796125,355.54363883360264
2017/08/23/12:22:00.241729,-0.124,0.082,-0.259,-0.188,0.11,-0.297,2017/08/23/12:22:00.242572,-0.17259704,-9.6889702,-2.56541964,0.053058009,0.012217305,0.008726646,0.1399,0.24,0.3652,2017/08/23/12:22:00.246524,21.16635899,38.07231886,0.235536,13.432705370189886,10,0.00019013976814588572,0.0003420078948975926,0.5351784749034663,0.5351784749034663,0.14866068747318506,0.14866068747318506,0.14866068747318506,0.14866068747318506,0.0,0.49999998510472177,-0.01759398980632008,-0.26151066666666667,337.24561968048624
2017/08/23/12:22:00.482048,-0.147,0.068,-0.268,-0.181,0.091,-0.237,2017/08/23/12:22:00.478199,-0.08629852,-9.69681552,-2.47912112,0.045029495,0.0,0.000349066,0.1402,0.2456,0.3622,2017/08/23/12:22:00.494453,21.19812967,38.05591628,0.235627,13.668332370189885,10,0.00019042516771469636,0.0003418605486884657,0.5830777649679328,0.5830777649679328,0.16196604582442578,0.16196604582442578,0.16196604582442578,0.16196604582442578,0.0,0.020000008571513593,-0.00879699490316004,-0.2527136717635066,332.69357893188607
2017/08/23/12:22:00.720986,0.086,0.03,-0.203,-0.154,0.102,-0.19,2017/08/23/12:22:00.721999,-0.0784532,-9.67327956,-2.43989452,0.039793507,-0.00418879,-0.004886922,0.1394,0.2485,0.3586,2017/08/23/12:22:00.734425,21.22785847,38.03583206,0.2438,13.912132370189886,10,0.00019069222484728712,0.00034168012989579586,0.3278965690579882,0.3278965690579882,0.0910823802938856,0.0910823802938856,0.0910823802938856,0.0910823802938856,0.0,-0.2800000054096313,-0.007997268093781856,-0.2487150377166157,325.957777047616
2017/08/23/12:22:00.957305,-0.017,0.0,-0.177,-0.096,0.079,-0.141,2017/08/23/12:22:00.957724,-0.01569064,-9.61836232,-2.40066792,0.030717795,-0.006283185,0.01012291,0.1424,0.2535,0.3563,2017/08/23/12:22:00.938459,21.25422927,38.01891859,0.235725,14.147857370189886,10,0.00019092911669062163,0.00034152819430470716,0.061200000000000004,0.061200000000000004,0.017,0.017,0.017,0.017,0.0,0.5800000193907762,-0.0015994536187563708,-0.24471640366972477,327.3250592085377
2017/08/23/12:22:01.217988,0.044,0.105,-0.194,-0.054,0.067,-0.122,2017/08/23/12:22:01.217774,-0.17259704,-9.59482636,-2.33006004,0.026179939,-0.004537856,0.021642083,0.1428,0.2555,0.3544,2017/08/23/12:22:01.222491,21.28176027,38.0138903,0.26005,14.407907370189886,10,0.0001911764307402084,0.0003414830246137262,0.4098469958411309,0.4098469958411309,0.11384638773364747,0.11384638773364747,0.11384638773364747,0.11384638773364747,0.0,1.2400000157718272,-0.01759398980632008,-0.2375188623853211,349.64952348105123
2017/08/23/12:22:01.457281,0.0,0.064,-0.144,0.035,0.042,-0.107,2017/08/23/12:22:01.453704,-0.10198916,-9.52421848,-2.25945216,0.019547688,-0.001745329,0.014660766,0.1431,0.2568,0.3519,2017/08/23/12:22:01.466567,21.29675697,38.01364143,0.23593,14.643837370189885,10,0.00019131114777218828,0.000341480788986705,0.23040000000000002,0.23040000000000002,0.064,0.064,0.064,0.064,0.0,0.8400000162288939,-0.01039644852191641,-0.2303213211009174,359.0492647115741
2017/08/23/12:22:01.696444,0.098,-0.054,-0.215,0.078,0.008,-0.116,2017/08/23/12:22:01.697167,-0.10198916,-9.46930124,-2.16530832,0.016057029,0.001396263,-0.001745329,0.1463,0.2599,0.3504,2017/08/23/12:22:01.710506,21.29500258,38.02771781,0.243463,14.887300370189886,10,0.00019129538789076534,0.0003416072386812792,0.4028141010441417,0.4028141010441417,0.11189280584559493,0.11189280584559493,0.11189280584559493,0.11189280584559493,0.0,-0.09999998556178846,-0.01039644852191641,-0.22072459938837918,97.10434555914382
2017/08/23/12:22:01.937649,0.267,-0.109,-0.238,0.124,0.035,-0.146,2017/08/23/12:22:01.940946,-0.16475172,-9.46930124,-2.10254576,0.017104227,-0.000349066,-0.010471976,0.1429,0.2605,0.3505,2017/08/23/12:22:01.954439,21.27962449,38.04579802,0.243779,15.131079370189886,10,0.0001911572447897952,0.00034176965522817105,1.0382115391383395,1.0382115391383395,0.2883920942050943,0.2883920942050943,0.2883920942050943,0.2883920942050943,0.0,-0.6000000279622897,-0.016794262996941894,-0.2143267849133537,130.38276637013726
2017/08/23/12:22:02.176829,0.27,-0.001,-0.276,0.161,0.004,-0.18,2017/08/23/12:22:02.176749,-0.29027684,-9.46145592,-1.8828768,0.019896753,0.003141593,-0.012915436,0.1451,0.2618,0.3485,2017/08/23/12:22:02.158574,21.26267614,38.07475133,0.235803,15.366882370189886,10,0.00019100499586776858,0.0003420297460474308,0.9720066666438045,0.9720066666438045,0.27000185184550124,0.27000185184550124,0.27000185184550124,0.27000185184550124,0.0,-0.739999973371326,-0.02958989194699286,-0.1919344342507645,120.34335349328492
2017/08/23/12:22:02.437104,0.114,0.01,-0.259,0.146,0.021,-0.208,2017/08/23/12:22:02.436700,-0.29027684,-9.46145592,-1.77304232,0.025830873,0.010821041,-0.002443461,0.1447,0.2658,0.3455,2017/08/23/12:22:02.442425,21.23419751,38.1131524,0.259951,15.626833370189885,10,0.00019074916915199426,0.0003423747071505569,0.41197592162649505,0.41197592162649505,0.11443775600735974,0.11443775600735974,0.11443775600735974,0.11443775600735974,0.0,-0.14000000270481566,-0.02958989194699286,-0.18073825891946993,126.5610132320413
2017/08/23/12:22:02.676871,-0.02,-0.054,-0.279,0.136,0.034,-0.242,2017/08/23/12:22:02.680682,-0.25889556,-9.46145592,-1.63967188,0.036651914,0.017104227,0.002792527,0.1398,0.2681,0.3447,2017/08/23/12:22:02.686532,21.21095682,38.14950133,0.243982,15.870815370189886,10,0.00019054039543657924,0.0003427012336507366,0.20730499270398675,0.20730499270398675,0.05758472019555187,0.05758472019555187,0.05758472019555187,0.05758472019555187,0.0,0.16000001127632923,-0.026390984709480123,-0.16714290316004077,122.59393551198936
2017/08/23/12:22:02.916512,-0.073,0.035,-0.253,0.065,0.037,-0.281,2017/08/23/12:22:02.916184,-0.36088472,-9.52421848,-1.49845612,0.042586034,0.028972466,0.00418879,0.1357,0.268,0.349,2017/08/23/12:22:02.930417,21.19153115,38.18669706,0.235502,16.106317370189885,10,0.00019036589247215234,0.0003430353670499461,0.291444402931331,0.291444402931331,0.08095677859203639,0.08095677859203639,0.08095677859203639,0.08095677859203639,0.0,0.23999998826660413,-0.03678743323139653,-0.15274782059123343,117.57605652540045
2017/08/23/12:22:03.157314,-0.129,0.078,-0.239,0.042,0.049,-0.278,2017/08/23/12:22:03.160006,-0.3138128,-9.59482636,-1.372931,0.050265482,0.037350046,0.010821041,0.1379,0.2748,0.3388,2017/08/23/12:22:03.174429,21.18207065,38.21078708,0.243822,16.350139370189886,10,0.00019028090774344232,0.0003432517703916637,0.5426932835405281,0.5426932835405281,0.15074813431681336,0.15074813431681336,0.15074813431681336,0.15074813431681336,0.0,0.6199999792380239,-0.03198907237512742,-0.13995219164118244,111.44065554289595
2017/08/23/12:22:03.397303,-0.174,0.155,-0.241,-0.037,0.03,-0.307,2017/08/23/12:22:03.395773,-0.29027684,-9.63405296,-1.30232312,0.055152404,0.045378561,-0.002792527,0.1349,0.2802,0.3352,2017/08/23/12:22:03.378560,21.18126057,38.22871755,0.235767,16.585906370189885,10,0.00019027363070427594,0.0003434128418074021,0.8388926987404289,0.8388926987404289,0.23302574965011913,0.23302574965011913,0.23302574965011913,0.23302574965011913,0.0,-0.16000001127632923,-0.02958989194699286,-0.1327546503567788,92.58680472067824
2017/08/23/12:22:03.656345,-0.186,0.097,-0.302,-0.07,0.05,-0.331,2017/08/23/12:22:03.655703,-0.25105024,-9.61836232,-1.15326204,0.054105207,0.046774824,-0.007679449,0.1299,0.2847,0.3341,2017/08/23/12:22:03.662691,21.18393685,38.2364608,0.25993,16.845836370189886,10,0.00019029767202659,0.0003434824002874596,0.7551852752801792,0.7551852752801792,0.20977368757782755,0.20977368757782755,0.20977368757782755,0.20977368757782755,0.0,-0.4400000166859605,-0.025591257900101933,-0.11755984097859326,70.93344383127163
2017/08/23/12:22:03.892208,-0.14,-0.008,-0.306,-0.117,0.045,-0.346,2017/08/23/12:22:03.891328,-0.28243152,-9.68112488,-1.04342756,0.050265482,0.04118977,0.006283185,0.1261,0.2889,0.3293,2017/08/23/12:22:03.906460,21.1970033,38.23655347,0.235625,17.081461370189885,10,0.00019041504940711462,0.0003434832327524254,0.5048221865171935,0.5048221865171935,0.14022838514366484,0.14022838514366484,0.14022838514366484,0.14022838514366484,0.0,0.35999998239990616,-0.028790165137614676,-0.10636366564729867,0.4063468552293336
2017/08/23/12:22:04.116951,-0.129,-0.059,-0.285,-0.187,0.052,-0.354,2017/08/23/12:22:04.118916,-0.28243152,-9.65758892,-0.98851032,0.044331363,0.037350046,0.001745329,0.1257,0.295,0.3239,2017/08/23/12:22:04.110604,21.21445305,38.22428799,0.227588,17.309049370189886,10,0.0001905718024613726,0.00034337305057491915,0.5106673281109728,0.5106673281109728,0.14185203558638135,0.14185203558638135,0.14185203558638135,0.14185203558638135,0.0,0.09999998556178846,-0.028790165137614676,-0.10076557798165138,324.8965049128456
2017/08/23/12:22:04.341735,-0.173,-0.068,-0.285,-0.193,0.031,-0.36,2017/08/23/12:22:04.338303,-0.12552512,-9.6889702,-0.87867584,0.039095375,0.031764992,-0.001396263,0.1223,0.296,0.323,2017/08/23/12:22:04.354512,21.24403082,38.20214317,0.219387,17.528436370189887,10,0.00019083750287459574,0.0003431741211821775,0.6691837415837298,0.6691837415837298,0.18588437266214716,0.18588437266214716,0.18588437266214716,0.18588437266214716,0.0,-0.07999997699027486,-0.012795628950050967,-0.08956940265035677,323.17787220490936
2017/08/23/12:22:04.567534,-0.109,0.004,-0.303,-0.2,0.04,-0.365,2017/08/23/12:22:04.566068,-0.12552512,-9.70466084,-0.80022264,0.033510322,0.02687807,0.012217305,0.1186,0.2988,0.3204,2017/08/23/12:22:04.586487,21.27072179,38.17551303,0.227765,17.75620137018989,10,0.00019107727084081925,0.0003429348996586417,0.39266413128779665,0.39266413128779665,0.10907336980216573,0.10907336980216573,0.10907336980216573,0.10907336980216573,0.0,0.7000000135240781,-0.012795628950050967,-0.08157213455657492,315.06536436986596
2017/08/23/12:22:04.827116,-0.25,0.055,-0.282,-0.219,0.052,-0.369,2017/08/23/12:22:04.825950,-0.29027684,-9.75173276,-0.72176944,0.032463124,0.013613568,-0.011868239,0.1175,0.302,0.3169,2017/08/23/12:22:04.830433,21.30102235,38.14898581,0.259882,18.01608337018989,10,0.00019134946415738413,0.0003426966026769673,0.9215226530042548,0.9215226530042548,0.2559785147234041,0.2559785147234041,0.2559785147234041,0.2559785147234041,0.0,-0.6800000049525646,-0.02958989194699286,-0.07357486646279306,318.7988386108345
2017/08/23/12:22:05.054318,-0.197,0.065,-0.27,-0.235,0.062,-0.352,2017/08/23/12:22:05.053470,-0.24320492,-9.82234064,-0.68254284,0.031415927,0.00837758,-0.057595865,0.1163,0.3047,0.3145,2017/08/23/12:22:05.034456,21.33193622,38.11900553,0.22752,18.243603370189888,10,0.00019162716690621632,0.0003424272864714337,0.746806963009853,0.746806963009853,0.20744637861384807,0.20744637861384807,0.20744637861384807,0.20744637861384807,0.0,-3.2999999819052555,-0.02479153109072375,-0.06957623241590213,315.87835327984175
2017/08/23/12:22:05.275693,-0.211,0.062,-0.262,-0.248,0.031,-0.335,2017/08/23/12:22:05.273491,0.0392266,-9.89294852,-0.65900688,0.035953783,0.004537856,-0.069115038,0.1099,0.3076,0.3154,2017/08/23/12:22:05.278423,21.37275833,38.08735915,0.220021,18.463624370189887,10,0.00019199387648221344,0.00034214300350341354,0.7917135845746238,0.7917135845746238,0.21992044015961773,0.21992044015961773,0.21992044015961773,0.21992044015961773,0.0,-3.9599999782863065,0.003998634046890928,-0.06717705198776758,322.2162100945988
2017/08/23/12:22:05.501681,-0.24,0.034,-0.294,-0.27,0.068,-0.314,2017/08/23/12:22:05.500350,0.2745862,-9.90079384,-0.588399,0.036302848,0.001745329,-0.046425758,0.1058,0.3108,0.31,2017/08/23/12:22:05.514593,21.41054342,38.04854971,0.226859,18.690483370189888,10,0.00019233330416816384,0.0003417943739669422,0.8726269305951999,0.8726269305951999,0.24239636960977776,0.24239636960977776,0.24239636960977776,0.24239636960977776,0.0,-2.6599999940957177,0.027990438328236493,-0.05997951070336391,314.2337908064369
2017/08/23/12:22:05.725448,-0.3,-0.09,-0.241,-0.262,0.049,-0.297,2017/08/23/12:22:05.728022,0.37657536,-9.9635564,-0.55701772,0.040142573,0.006283185,-0.02687807,0.1046,0.3137,0.3076,2017/08/23/12:22:05.718504,21.45409373,38.01358203,0.227672,18.918155370189886,10,0.00019272452146963708,0.0003414802553898671,1.1275531029623393,1.1275531029623393,0.3132091952673165,0.3132091952673165,0.3132091952673165,0.3132091952673165,0.0,-1.5399999724571927,0.03838688685015291,-0.056780603465851176,321.23811046264075
2017/08/23/12:22:05.986763,-0.207,-0.041,-0.25,-0.274,0.039,-0.254,2017/08/23/12:22:05.988177,0.40011132,-9.90079384,-0.4314926,0.04118977,0.003141593,0.043284165,0.1043,0.3172,0.3046,2017/08/23/12:22:06.002458,21.50925395,37.97460384,0.260155,19.178310370189887,10,0.00019322003189004673,0.00034113010995328783,0.7596767733714122,0.7596767733714122,0.21102132593650338,0.21102132593650338,0.21102132593650338,0.21102132593650338,0.0,2.479999974247875,0.04078606727828746,-0.043984974515800204,324.75360182692805
2017/08/23/12:22:06.211662,-0.133,0.11,-0.207,-0.245,0.051,-0.215,2017/08/23/12:22:06.215644,0.32165812,-9.90079384,-0.38442068,0.039793507,-0.002094395,0.078888882,0.1074,0.3194,0.3015,2017/08/23/12:22:06.206635,21.55031214,37.93685294,0.227467,19.405777370189888,10,0.00019358886219906574,0.00034079098939992814,0.6213416451518441,0.6213416451518441,0.1725949014310678,0.1725949014310678,0.1725949014310678,0.1725949014310678,0.0,4.519999989105568,0.032788799184505606,-0.03918661365953109,317.40305572421624
2017/08/23/12:22:06.434508,-0.093,0.109,-0.187,-0.219,0.069,-0.194,2017/08/23/12:22:06.434934,0.03138128,-9.87725788,-0.29027684,0.035255651,-0.009075712,0.093549648,0.1137,0.3227,0.2984,2017/08/23/12:22:06.450430,21.5995287,37.90304456,0.21929,19.62506737018989,10,0.00019403098005749193,0.0003404872849443047,0.5158185727559643,0.5158185727559643,0.14328293687665675,0.14328293687665675,0.14328293687665675,0.14328293687665675,0.0,5.360000005334463,0.0031989072375127416,-0.02958989194699286,325.5136212599649
2017/08/23/12:22:06.661357,-0.214,0.06,-0.227,-0.159,0.095,-0.166,2017/08/23/12:22:06.662712,-0.04707192,-9.79095936,-0.18044236,0.027227136,-0.014660766,0.046774824,0.1193,0.323,0.2959,2017/08/23/12:22:06.646498,21.64023752,37.87870911,0.227778,19.85284537018989,10,0.0001943966719367589,0.0003402686768774704,0.8001075927648731,0.8001075927648731,0.22225210910135362,0.22225210910135362,0.22225210910135362,0.22225210910135362,0.0,2.6800000026672315,-0.0047983608562691136,-0.018393716615698264,329.1293108069246
2017/08/23/12:22:06.880245,-0.024,0.029,-0.202,-0.137,0.132,-0.157,2017/08/23/12:22:06.882434,-0.00784532,-9.73604212,-0.1569064,0.021991149,-0.018849556,-0.026179939,0.1209,0.3256,0.2928,2017/08/23/12:22:06.886458,21.68679907,37.86353423,0.219722,20.07256737018989,10,0.00019481493954365793,0.0003401323592346389,0.13551501761797474,0.13551501761797474,0.037643060449437424,0.037643060449437424,0.037643060449437424,0.037643060449437424,0.0,-1.5000000126099449,-0.0007997268093781854,-0.01599453618756371,341.94868710112854
2017/08/23/12:22:07.141505,-0.027,0.165,-0.235,-0.068,0.164,-0.169,2017/08/23/12:22:07.141900,-0.00784532,-9.6497436,-0.08629852,0.016057029,-0.021642083,-0.048171087,0.1193,0.3275,0.2906,2017/08/23/12:22:07.122611,21.73846638,37.85535877,0.259466,20.33203337018989,10,0.00019527907276320515,0.000340058918163852,0.6019001910616079,0.6019001910616079,0.1671944975171133,0.1671944975171133,0.1671944975171133,0.1671944975171133,0.0,-2.7599999796575063,-0.0007997268093781854,-0.00879699490316004,351.00847931599606
2017/08/23/12:22:07.364345,-0.002,0.033,-0.25,-0.046,0.178,-0.193,2017/08/23/12:22:07.361988,0.0392266,-9.63405296,0.01569064,0.011868239,-0.023038346,-0.042236968,0.1182,0.3295,0.2891,2017/08/23/12:22:07.374447,21.78498399,37.86514418,0.220088,20.55212137018989,10,0.00019569694565217392,0.00034014682159540065,0.11901798183467908,0.11901798183467908,0.03306055050963308,0.03306055050963308,0.03306055050963308,0.03306055050963308,0.0,-2.4200000058291136,0.003998634046890928,0.0015994536187563708,11.879492341206577
2017/08/23/12:22:07.583160,-0.053,0.105,-0.273,-0.044,0.201,-0.22,2017/08/23/12:22:07.581332,0.18828768,-9.61836232,0.02353596,0.008028515,-0.021991149,-0.042236968,0.1134,0.328,0.2891,2017/08/23/12:22:07.570478,21.82110278,37.88402501,0.219344,20.77146537018989,10,0.00019602140477901545,0.0003403164302012217,0.42342489298575725,0.42342489298575725,0.11761802582937701,0.11761802582937701,0.11761802582937701,0.11761802582937701,0.0,-2.4200000058291136,0.019193443425076454,0.0023991804281345568,27.597985348252745
2017/08/23/12:22:07.806644,0.01,0.146,-0.216,-0.047,0.216,-0.249,2017/08/23/12:22:07.808503,0.12552512,-9.65758892,0.02353596,0.006632251,-0.019198622,-0.064926248,0.1171,0.3321,0.288,2017/08/23/12:22:07.814427,21.86986305,37.90453299,0.227171,20.99863637018989,10,0.00019645942373338124,0.00034050065567732665,0.5268314341418894,0.5268314341418894,0.14634206503941372,0.14634206503941372,0.14634206503941372,0.14634206503941372,0.0,-3.7199999900197023,0.012795628950050967,0.0023991804281345568,22.81103343447542
2017/08/23/12:22:08.027827,-0.19,0.029,-0.332,-0.053,0.203,-0.281,2017/08/23/12:22:08.028139,0.22751428,-9.6497436,0.07060788,0.011519173,-0.011868239,-0.029321531,0.11,0.3311,0.2887,2017/08/23/12:22:08.010636,21.91257414,37.92873062,0.219636,21.21827237018989,10,0.0001968431022278117,0.00034071802569169964,0.6919214984375034,0.6919214984375034,0.19220041623263984,0.19220041623263984,0.19220041623263984,0.19220041623263984,0.0,-1.6799999751620083,0.02319207747196738,0.007197541284403669,29.53337895934964
2017/08/23/12:22:08.281415,-0.014,0.131,-0.285,-0.073,0.206,-0.313,2017/08/23/12:22:08.279627,0.3138128,-9.67327956,0.1176798,0.012217305,-0.004886922,-0.005934119,0.1128,0.333,0.2872,2017/08/23/12:22:08.294434,21.97035748,37.95009113,0.251488,21.46976037018989,10,0.00019736217642831477,0.00034090990954006465,0.4742854836488252,0.4742854836488252,0.13174596768022923,0.13174596768022923,0.13174596768022923,0.13174596768022923,0.0,-0.33999997382839253,0.03198907237512742,0.011995902140672782,20.287616625340174
2017/08/23/12:22:08.505213,0.005,0.131,-0.269,-0.081,0.218,-0.344,2017/08/23/12:22:08.507345,0.28243152,-9.62620764,0.14121576,0.009773844,0.000698132,0.033859387,0.1113,0.3346,0.286,2017/08/23/12:22:08.498582,22.01326707,37.97113622,0.227718,21.697478370189888,10,0.00019774763807042762,0.00034109895993532157,0.47194338643528005,0.47194338643528005,0.13109538512091112,0.13109538512091112,0.13109538512091112,0.13109538512091112,0.0,1.9399999720001257,0.028790165137614676,0.014395082568807338,26.1257292726434
