t_DVL,WX,WY,WZ,t_filter,PN,PE
t_DVL,WX,WY,WZ,t_filter,PN,PE
43:10.4,-0.576,0.334,0.099,43:10.4,56.04902055,-120.0256373
43:10.6,-0.483,0.378,0.063,43:10.6,55.93578585,-120.0143962
43:10.8,-0.509,0.435,0.084,43:10.8,55.79736413,-120.0095357
43:11.0,-0.422,0.493,0.033,43:11.0,55.69416182,-120.0079407
43:11.3,-0.334,0.452,0.061,43:11.3,55.54324495,-120.0036439
43:11.5,-0.406,0.479,0.073,43:11.5,55.44627412,-120.0075093
43:11.7,-0.349,0.448,0.037,43:11.7,55.3492683,-120.0176203
43:11.9,-0.372,0.384,0.062,43:11.9,55.23549604,-120.0309076
43:12.1,-0.445,0.352,0.056,43:12.2,55.11607657,-120.0461858
43:12.4,-0.347,0.466,0.071,43:12.4,55.0010477,-120.0551481
43:12.6,-0.268,0.404,0.045,43:12.6,54.91001518,-120.0592247
43:12.8,-0.399,0.427,0.027,43:12.8,54.81206711,-120.0598644
43:13.1,-0.475,0.329,0.07,43:13.1,54.68563167,-120.0631784
43:13.3,-0.421,0.42,0.05,43:13.2,54.58837024,-120.0643668
43:13.5,-0.479,0.362,0.018,43:13.5,54.44611419,-120.0561169
43:13.7,-0.408,0.428,0.056,43:13.7,54.34975926,-120.0454459
43:13.9,-0.348,0.282,0.067,43:13.9,54.2533237,-120.035842
43:14.2,-0.501,0.269,0.097,43:14.2,54.12926343,-120.019025
43:14.4,-0.472,0.304,0.084,43:14.4,54.02816832,-120.0026204
43:14.6,-0.485,0.383,0.068,43:14.7,53.87915541,-119.9838692
43:14.9,-0.461,0.354,0.065,43:14.9,53.7756122,-119.9696089
43:15.1,-0.471,0.389,0.1,43:15.1,53.67976942,-119.9563571
43:15.3,-0.378,0.485,0.072,43:15.3,53.5587479,-119.9422645
43:15.5,-0.333,0.42,0.081,43:15.5,53.46299153,-119.9293874
43:15.8,-0.331,0.368,0.091,43:15.8,53.31830529,-119.9202243
43:16.0,-0.347,0.367,0.008,43:16.0,53.22330834,-119.9184583
43:16.2,-0.273,0.436,0.036,43:16.2,53.10809496,-119.9194503
43:16.4,-0.377,0.334,0.039,43:16.4,53.00780851,-119.924416
43:16.6,-0.343,0.353,0.086,43:16.7,52.89426041,-119.936753
43:16.9,-0.284,0.353,0.095,43:16.9,52.77536133,-119.9466931
43:17.1,-0.315,0.394,0.05,43:17.1,52.68140431,-119.9659305
43:17.3,-0.235,0.459,0.047,43:17.3,52.56573648,-119.9786344
43:17.6,-0.355,0.41,0.11,43:17.6,52.44672086,-119.9927883
43:17.8,-0.281,0.329,0.083,43:17.8,52.35246714,-119.9983821
43:18.0,-0.36,0.303,0.078,43:18.0,52.23891324,-120.0009612
43:18.3,-0.491,0.275,0.086,43:18.3,52.1204047,-120.0067541
43:18.5,-0.35,0.301,0.096,43:18.5,52.02760176,-120.0069408
43:18.7,-0.481,0.268,0.055,43:18.7,51.90381452,-119.9966549
43:18.9,-0.481,0.362,0.092,43:18.9,51.80682761,-119.974544
43:19.2,-0.454,0.384,0.056,43:19.2,51.66214591,-119.9544073
43:19.4,-0.565,0.429,0.024,43:19.4,51.56183343,-119.9337796
43:19.6,-0.389,0.314,0.068,43:19.6,51.43698316,-119.9145407
43:19.8,-0.405,0.373,0.056,43:19.8,51.34214954,-119.89773
43:20.1,-0.457,0.279,0.024,43:20.1,51.21568115,-119.8806821
43:20.3,-0.37,0.368,0.049,43:20.3,51.08305602,-119.8661153
43:20.5,-0.393,0.32,0.023,43:20.6,50.95987444,-119.860764
43:20.8,-0.305,0.426,0.004,43:20.8,50.86201338,-119.8614319
43:21.0,-0.331,0.318,0.07,43:21.0,50.76549307,-119.8683297
43:21.2,-0.404,0.345,0.1,43:21.2,50.6470882,-119.8770825
43:21.4,-0.392,0.33,-0.003,43:21.4,50.52553509,-119.8919859
43:21.7,-0.274,0.465,0.052,43:21.6,50.43446892,-119.9099535
43:21.9,-0.262,0.384,0.069,43:21.9,50.32013675,-119.9247147
43:22.1,-0.264,0.493,0.058,43:22.1,50.22864871,-119.942627
43:22.3,-0.141,0.398,0.02,43:22.3,50.11724751,-119.9585238
43:22.5,-0.311,0.399,0.018,43:22.6,50.00405816,-119.9775842
43:22.8,-0.444,0.481,0.035,43:22.8,49.91537734,-119.9899151
43:23.0,-0.358,0.308,0.056,43:23.0,49.79604951,-120.0015357
43:23.2,-0.32,0.421,0.018,43:23.2,49.7031618,-120.0056863
43:23.4,-0.376,0.341,0.085,43:23.4,49.58827171,-120.0087938
43:23.6,-0.361,0.364,0.114,43:23.6,49.49339752,-120.0041434
43:23.9,-0.352,0.332,0.114,43:23.9,49.37144442,-119.9916921
43:24.1,-0.345,0.39,0.069,43:24.1,49.25805347,-119.9803254
43:24.3,-0.297,0.326,0.105,43:24.3,49.15737877,-119.9585967
43:24.5,-0.368,0.472,0.107,43:24.6,49.04075566,-119.9429865
43:24.8,-0.414,0.468,0.077,43:24.8,48.93976852,-119.9272918
43:25.0,-0.37,0.315,0.056,43:25.0,48.79315366,-119.908378
43:25.2,-0.496,0.364,0.105,43:25.2,48.68764117,-119.888882
43:25.5,-0.404,0.429,0.045,43:25.4,48.58030299,-119.8682426
43:25.7,-0.396,0.4,0.032,43:25.7,48.45326903,-119.8515469
43:25.9,-0.315,0.507,0.019,43:25.9,48.35040025,-119.8389774
43:26.1,-0.421,0.398,0.03,43:26.2,48.19877261,-119.8229138
43:26.4,-0.369,0.405,0.058,43:26.4,48.09896005,-119.8185141
43:26.6,-0.262,0.372,0.084,43:26.6,47.97361237,-119.8173544
43:26.8,-0.353,0.289,0.009,43:26.8,47.87693712,-119.8168357
43:27.0,-0.335,0.478,0.039,43:27.0,47.77794126,-119.8240747
43:27.3,-0.371,0.348,0.049,43:27.3,47.63774165,-119.8256975
43:27.5,-0.312,0.396,0.066,43:27.5,47.53924837,-119.8362283
43:27.7,-0.355,0.442,0.049,43:27.7,47.42281371,-119.8476679
43:27.9,-0.322,0.326,0.051,43:27.9,47.33632197,-119.8518635
43:28.2,-0.386,0.4,0.043,43:28.2,47.22629559,-119.8610105
43:28.4,-0.331,0.256,0.069,43:28.4,47.1044764,-119.8663466
43:28.6,-0.31,0.42,0.07,43:28.6,46.98939983,-119.8681193
43:28.9,-0.328,0.402,0.014,43:28.8,46.88977361,-119.8672643
43:29.1,-0.38,0.422,0.1,43:29.1,46.7948683,-119.8613952
43:29.3,-0.443,0.476,0.087,43:29.3,46.67592288,-119.8528017
43:29.5,-0.469,0.296,0.07,43:29.6,46.5246645,-119.835421
43:29.8,-0.527,0.401,0.061,43:29.8,46.42561297,-119.8330811
43:30.0,-0.522,0.265,0.105,43:30.0,46.32395513,-119.8140883
43:30.2,-0.459,0.373,0.082,43:30.2,46.19582831,-119.796462
43:30.4,-0.478,0.462,0.024,43:30.4,46.08494799,-119.771799
43:30.7,-0.379,0.286,0.073,43:30.7,45.93229959,-119.7483435
43:30.9,-0.364,0.348,0.109,43:30.9,45.83191348,-119.7326557
43:31.1,-0.382,0.347,0.079,43:31.1,45.69389295,-119.7135562
43:31.3,-0.251,0.462,0.096,43:31.3,45.58755142,-119.7058095
43:31.6,-0.437,0.478,0.047,43:31.5,45.4792053,-119.7009706
43:31.8,-0.441,0.415,0.067,43:31.8,45.35561927,-119.6993481
43:32.0,-0.368,0.527,0.095,43:32.0,45.23541965,-119.6961921
43:32.2,-0.414,0.414,0.02,43:32.3,45.11223043,-119.7045638
43:32.5,-0.293,0.381,0.04,43:32.5,45.02299614,-119.7173771
43:32.7,-0.322,0.447,0.035,43:32.7,44.92993899,-119.7280516
43:32.9,-0.398,0.424,-0.007,43:32.9,44.83955618,-119.7404121
43:33.1,-0.333,0.389,0.054,43:33.1,44.69728862,-119.7505265
43:33.3,-0.292,0.411,0.043,43:33.3,44.60004952,-119.7569997
43:33.5,-0.282,0.522,0.054,43:33.5,44.4972893,-119.7632974
43:33.8,-0.405,0.372,0.068,43:33.7,44.39986693,-119.7720573
43:34.0,-0.437,0.285,0.1,43:34.0,44.27728232,-119.7775748
43:34.2,-0.39,0.368,0.062,43:34.2,44.15711208,-119.779147
43:34.4,-0.452,0.312,-0.005,43:34.5,44.03444111,-119.7767922
43:34.7,-0.326,0.392,0.098,43:34.7,43.93882139,-119.7760269
43:34.9,-0.334,0.299,0.056,43:34.9,43.84412931,-119.7704393
43:35.1,-0.354,0.372,0.054,43:35.1,43.72501845,-119.7619368
43:35.3,-0.289,0.363,0.05,43:35.3,43.6033935,-119.75081
43:35.6,-0.289,0.299,0.066,43:35.6,43.47843646,-119.7457029
43:35.8,-0.369,0.4,0.082,43:35.8,43.38187242,-119.7340619
43:36.0,-0.388,0.261,0.073,43:36.0,43.28491352,-119.7267804
43:36.2,-0.358,0.373,0.071,43:36.2,43.16586704,-119.7201535
43:36.4,-0.401,0.319,0.073,43:36.4,43.04738951,-119.7134004
43:36.7,-0.471,0.29,0.016,43:36.7,42.93313873,-119.7099824
43:36.9,-0.365,0.374,0.095,43:36.9,42.83633803,-119.7038948
43:37.1,-0.41,0.313,0.068,43:37.1,42.72400674,-119.6981989
43:37.3,-0.361,0.291,0.072,43:37.3,42.63124016,-119.6958613
43:37.6,-0.504,0.279,0.035,43:37.5,42.5384883,-119.6933981
43:37.8,-0.345,0.321,0.093,43:37.8,42.39575245,-119.6877583
43:38.0,-0.373,0.401,0.074,43:38.0,42.3027747,-119.6876446
43:38.3,-0.392,0.278,0.074,43:38.3,42.18749128,-119.6831596
43:38.5,-0.284,0.436,0.055,43:38.5,42.08742197,-119.6830087
43:38.7,-0.319,0.289,0.055,43:38.7,41.96901656,-119.680546
43:39.0,-0.385,0.466,0.033,43:39.0,41.81435227,-119.6799997
43:39.2,-0.442,0.356,0.039,43:39.2,41.71398895,-119.6769856
43:39.4,-0.233,0.295,0.081,43:39.4,41.58461385,-119.6773906
43:39.6,-0.438,0.465,0.045,43:39.6,41.48800667,-119.6768762
43:39.8,-0.432,0.38,0.069,43:39.8,41.38769676,-119.6752049
43:40.1,-0.369,0.437,0.126,43:40.1,41.24150855,-119.6680478
43:40.3,-0.551,0.314,0.113,43:40.3,41.13969937,-119.6578704
43:40.5,-0.407,0.368,0.061,43:40.5,41.04094112,-119.652805
43:40.8,-0.384,0.374,0.076,43:40.8,40.91022598,-119.6421585
43:41.0,-0.442,0.363,0.102,43:41.0,40.80729916,-119.6376024
43:41.2,-0.411,0.499,0.08,43:41.2,40.64810173,-119.6216499
43:41.5,-0.305,0.376,0.074,43:41.4,40.54737162,-119.6003949
43:41.7,-0.278,0.327,0.076,43:41.7,40.42493372,-119.5919408
43:41.9,-0.4,0.184,0.027,43:41.9,40.31500351,-119.5774577
43:42.1,-0.443,0.468,0.074,43:42.1,40.18687825,-119.5634885
43:42.4,-0.454,0.449,0.118,43:42.3,40.05875345,-119.5540702
43:42.6,-0.405,0.251,0.082,43:42.6,39.96132931,-119.5511147
43:42.8,-0.453,0.356,0.116,43:42.8,39.86923501,-119.5456823
43:43.0,-0.334,0.365,-0.005,43:43.0,39.75528281,-119.546849
43:43.2,-0.356,0.248,0.023,43:43.2,39.64380158,-119.5524443
43:43.5,-0.453,0.366,0.034,43:43.5,39.53341683,-119.5566169
43:43.7,-0.193,0.406,0.056,43:43.7,39.44744909,-119.5645967
43:43.9,-0.347,0.471,-0.006,43:43.9,39.33385746,-119.5702532
43:44.1,-0.424,0.474,0.036,43:44.1,39.23709548,-119.5763675
43:44.3,-0.353,0.401,0.066,43:44.4,39.11771778,-119.5814047
43:44.6,-0.419,0.34,0.052,43:44.6,39.00065425,-119.5853461
43:44.8,-0.47,0.381,0.025,43:44.8,38.89725185,-119.5861966
43:45.0,-0.269,0.363,0.004,43:45.0,38.77431031,-119.5892387
43:45.2,-0.458,0.252,0.055,43:45.2,38.67340396,-119.5921203
43:45.5,-0.375,0.438,0.087,43:45.5,38.55022216,-119.5971612
43:45.7,-0.367,0.318,0.095,43:45.7,38.42341669,-119.5917165
43:45.9,-0.176,0.38,0.085,43:45.9,38.31677491,-119.5835933
43:46.2,-0.404,0.281,0.076,43:46.2,38.189869,-119.5756538
43:46.4,-0.453,0.338,0.027,43:46.4,38.06365268,-119.5649387
43:46.6,-0.4,0.333,0.067,43:46.6,37.95738471,-119.5558721
43:46.9,-0.326,0.268,0.017,43:46.8,37.83212311,-119.5484741
43:47.1,-0.282,0.361,0.059,43:47.0,37.73922237,-119.5410938
43:47.3,-0.334,0.389,0.05,43:47.3,37.61702135,-119.5367773
43:47.5,-0.421,0.287,0.064,43:47.5,37.49938685,-119.5283453
43:47.7,-0.393,0.406,0.103,43:47.7,37.40534685,-119.5212983
43:48.0,-0.297,0.353,0.095,43:48.0,37.29062663,-119.5106978
43:48.2,-0.383,0.359,0.077,43:48.2,37.20097268,-119.5066816
43:48.4,-0.385,0.319,0.066,43:48.4,37.08884584,-119.4942005
43:48.6,-0.326,0.415,0.093,43:48.6,36.97212308,-119.4897079
43:48.8,-0.34,0.41,-0.01,43:48.8,36.87943248,-119.4884653
43:49.1,-0.436,0.388,0.058,43:49.1,36.76472104,-119.4907044
43:49.3,-0.318,0.316,0.068,43:49.3,36.65674791,-119.4935041
43:49.5,-0.403,0.326,0.057,43:49.5,36.56449659,-119.50075
43:49.8,-0.303,0.397,0.02,43:49.8,36.4494381,-119.5056602
43:50.0,-0.225,0.437,0.098,43:50.0,36.36046925,-119.5085571
43:50.2,-0.32,0.375,0.059,43:50.3,36.22361273,-119.5149857
43:50.5,-0.297,0.244,0.066,43:50.5,36.12481528,-119.5265937
43:50.7,-0.413,0.397,0.056,43:50.7,36.00599464,-119.5330581
43:50.9,-0.311,0.43,0.086,43:50.9,35.91279591,-119.5416512
43:51.1,-0.281,0.369,0.063,43:51.1,35.79229324,-119.5440357
43:51.4,-0.385,0.441,0.094,43:51.4,35.67395982,-119.5500696
43:51.6,-0.392,0.331,0.079,43:51.6,35.56954772,-119.5498198
43:51.8,-0.453,0.327,0.083,43:51.8,35.44356918,-119.5479468
43:52.0,-0.401,0.466,0.062,43:52.0,35.33831465,-119.5436452
43:52.3,-0.445,0.441,0.096,43:52.3,35.20678028,-119.5352057
43:52.5,-0.481,0.369,0.069,43:52.5,35.07233866,-119.5261915
43:52.7,-0.462,0.365,0.106,43:52.7,34.9354811,-119.5106701
43:53.0,-0.412,0.299,0.103,43:53.0,34.79784723,-119.4911422
43:53.2,-0.499,0.386,0.072,43:53.2,34.68453338,-119.4707038
43:53.4,-0.551,0.312,0.054,43:53.4,34.56788146,-119.4528184
43:53.6,-0.464,0.415,0.106,43:53.7,34.40049073,-119.425942
43:53.9,-0.269,0.356,0.125,43:53.9,34.29182828,-119.4073582
43:54.1,-0.41,0.505,0.088,43:54.1,34.18593598,-119.3891307
43:54.3,-0.282,0.393,0.106,43:54.3,34.08845544,-119.3788803
43:54.5,-0.276,0.322,0.059,43:54.5,33.9687891,-119.3748974
43:54.7,-0.378,0.287,0.108,43:54.7,33.85283677,-119.3702548
43:55.0,-0.317,0.403,0.148,43:55.0,33.74623346,-119.366622
43:55.2,-0.138,0.458,0.053,43:55.2,33.66612633,-119.3717936
43:55.4,-0.417,0.328,0.038,43:55.4,33.56372771,-119.3742826
43:55.6,-0.292,0.27,0.093,43:55.6,33.48460302,-119.3883105
43:55.8,-0.362,0.319,0.048,43:55.9,33.38457316,-119.4030205
43:56.1,-0.294,0.451,0.043,43:56.1,33.27909254,-119.4134959
43:56.3,-0.242,0.412,0.043,43:56.3,33.19564701,-119.4318616
43:56.5,-0.28,0.414,0.008,43:56.5,33.08582088,-119.4472464
43:56.8,-0.347,0.379,0.031,43:56.7,32.99670923,-119.4617181
43:57.0,-0.305,0.434,0.032,43:57.0,32.8820889,-119.4702534
43:57.2,-0.412,0.476,0.028,43:57.2,32.7648877,-119.478194
43:57.4,-0.343,0.368,0,43:57.4,32.66678591,-119.4906
43:57.7,-0.435,0.265,-0.028,43:57.7,32.54511298,-119.495644
43:57.9,-0.386,0.342,0.003,43:57.9,32.44453496,-119.493077
43:58.1,-0.392,0.374,0.021,43:58.1,32.31671996,-119.4884666
43:58.4,-0.384,0.342,0.045,43:58.3,32.18409811,-119.4805103
43:58.6,-0.404,0.387,0.073,43:58.6,32.07446584,-119.4686039
43:58.8,-0.405,0.275,0.074,43:58.8,31.94055136,-119.4618183
43:59.0,-0.425,0.293,0.067,43:59.0,31.82857387,-119.4475715
43:59.2,-0.292,0.345,0.037,43:59.2,31.70419824,-119.4428114
43:59.5,-0.397,0.407,0.107,43:59.5,31.57720334,-119.4246286
43:59.7,-0.349,0.265,0.033,43:59.7,31.45318938,-119.408191
43:59.9,-0.411,0.236,0.066,43:59.9,31.36105723,-119.3994964
44:00.1,-0.426,0.388,0.073,44:00.2,31.24317996,-119.3896086
44:00.4,-0.355,0.365,0.037,44:00.4,31.15157683,-119.3824453
44:00.6,-0.301,0.255,0.066,44:00.6,31.01659879,-119.3704393
44:00.8,-0.463,0.333,0.057,44:00.8,30.92278076,-119.3679248
44:01.1,-0.346,0.236,0.052,44:01.0,30.82879018,-119.3641917
44:01.3,-0.419,0.371,0.088,44:01.3,30.72293686,-119.3635666
44:01.5,-0.361,0.342,0.112,44:01.5,30.63386609,-119.3655096
44:01.8,-0.437,0.372,0.035,44:01.8,30.49663567,-119.3575251
44:02.0,-0.454,0.382,0.065,44:02.0,30.40868222,-119.3555637
44:02.2,-0.25,0.331,0.048,44:02.2,30.29594132,-119.3580589
44:02.4,-0.357,0.46,0.05,44:02.4,30.19677063,-119.3591435
44:02.6,-0.294,0.388,0.054,44:02.6,30.08218842,-119.3570322
44:02.9,-0.36,0.398,0.059,44:02.9,29.95954622,-119.3586617
44:03.1,-0.485,0.375,0.058,44:03.1,29.86268929,-119.3605904
44:03.3,-0.421,0.353,0.038,44:03.3,29.73750744,-119.3616564
44:03.5,-0.442,0.368,0.027,44:03.5,29.6348843,-119.3657656
44:03.8,-0.339,0.493,0.005,44:03.8,29.50861672,-119.3649969
44:04.0,-0.404,0.384,0.102,44:04.0,29.37851428,-119.363576
44:04.2,-0.213,0.322,0.058,44:04.2,29.25230554,-119.3607575
44:04.5,-0.401,0.375,0.111,44:04.4,29.14144263,-119.3557748
44:04.7,-0.416,0.451,0.106,44:04.7,29.01744063,-119.3492706
44:04.9,-0.472,0.499,0.074,44:04.9,28.91498316,-119.3430141
44:05.2,-0.497,0.364,0.089,44:05.2,28.75648669,-119.3385768
44:05.4,-0.367,0.391,0.094,44:05.4,28.65143596,-119.3310147
44:05.6,-0.416,0.45,0.109,44:05.6,28.53695724,-119.3196331
44:05.8,-0.433,0.363,0.023,44:05.8,28.40760764,-119.3053797
44:06.0,-0.473,0.446,0.06,44:06.0,28.29953082,-119.2932135
44:06.3,-0.458,0.399,0.073,44:06.3,28.14220725,-119.2815838
44:06.5,-0.42,0.353,0.087,44:06.5,28.03889633,-119.267987
44:06.7,-0.521,0.446,0.096,44:06.7,27.93053301,-119.2526058
44:06.9,-0.418,0.412,0.084,44:06.9,27.80475058,-119.2448569
44:07.1,-0.342,0.354,0.072,44:07.2,27.68654278,-119.2385633
44:07.4,-0.389,0.379,0.086,44:07.4,27.56598084,-119.2385409
44:07.6,-0.35,0.272,0.053,44:07.6,27.46698002,-119.2368378
44:07.8,-0.294,0.418,0.021,44:07.8,27.3748937,-119.2338945
44:08.0,-0.389,0.369,0.021,44:08.1,27.26000339,-119.2359387
44:08.3,-0.504,0.384,0.081,44:08.3,27.1660283,-119.2368813
44:08.5,-0.386,0.401,0.07,44:08.5,27.05296814,-119.2429333
44:08.7,-0.402,0.383,0.04,44:08.7,26.93642641,-119.2377133
44:08.9,-0.474,0.351,0.023,44:08.9,26.83597059,-119.239932
44:09.2,-0.421,0.365,0.064,44:09.1,26.73946703,-119.2420774
44:09.4,-0.316,0.479,0.045,44:09.4,26.62002627,-119.2425306
44:09.6,-0.481,0.396,0.089,44:09.6,26.49710533,-119.241895
44:09.8,-0.389,0.324,0.082,44:09.9,26.37928345,-119.2393324
44:10.1,-0.339,0.477,0.055,44:10.1,26.27932281,-119.2390007
44:10.3,-0.4,0.375,0.058,44:10.3,26.18320652,-119.2416303
44:10.5,-0.289,0.407,0.085,44:10.5,26.05913901,-119.2424577
44:10.7,-0.271,0.244,0.067,44:10.7,25.93468969,-119.2399253
44:11.0,-0.275,0.378,0,44:11.0,25.81210209,-119.2366143
44:11.2,-0.357,0.247,0.044,44:11.2,25.7172627,-119.2391238
44:11.4,-0.341,0.292,0.06,44:11.4,25.62333264,-119.2375082
44:11.6,-0.398,0.426,0.058,44:11.6,25.49888284,-119.2315311
44:11.8,-0.356,0.435,0.107,44:11.8,25.40695456,-119.235599
44:12.1,-0.265,0.287,0.037,44:12.1,25.29265271,-119.2353575
44:12.3,-0.383,0.377,0.052,44:12.3,25.17441093,-119.2350565
44:12.5,-0.313,0.376,0.094,44:12.5,25.07897345,-119.2377872
44:12.7,-0.392,0.337,0.08,44:12.7,24.9648215,-119.2338298
44:12.9,-0.345,0.4,0.07,44:12.9,24.8738904,-119.2315148
44:13.2,-0.374,0.398,0.049,44:13.2,24.76160056,-119.2247156
44:13.4,-0.396,0.541,0.062,44:13.4,24.64762327,-119.2254895
44:13.6,-0.466,0.224,0.092,44:13.6,24.55907047,-119.2230749
44:13.9,-0.364,0.323,0.076,44:13.9,24.44607196,-119.2131017
44:14.1,-0.403,0.402,0.039,44:14.1,24.33048053,-119.2023533
44:14.3,-0.333,0.294,0.102,44:14.3,24.24158399,-119.1954351
44:14.5,-0.302,0.324,0.056,44:14.5,24.13010516,-119.1877082
44:14.8,-0.442,0.329,0.069,44:14.7,24.03599894,-119.1733427
44:15.0,-0.404,0.274,0.019,44:15.0,23.92248064,-119.164205
44:15.2,-0.365,0.263,0.024,44:15.2,23.83353274,-119.1563279
44:15.4,-0.322,0.305,0.101,44:15.4,23.71665324,-119.1500458
44:15.7,-0.349,0.391,0.088,44:15.7,23.60370772,-119.1507312
44:15.9,-0.311,0.302,0.057,44:15.9,23.49885946,-119.1451805
44:16.1,-0.334,0.406,0.104,44:16.1,23.41393691,-119.1482086
44:16.3,-0.255,0.372,0.062,44:16.3,23.31241592,-119.1529053
44:16.5,-0.271,0.365,0.071,44:16.5,23.23547391,-119.15699
44:16.8,-0.324,0.435,0.033,44:16.8,23.13768923,-119.1629408
44:17.0,-0.289,0.36,0.073,44:17.0,23.04493414,-119.1698131
44:17.2,-0.26,0.296,0.06,44:17.2,22.97279698,-119.1755083
44:17.4,-0.211,0.279,0.014,44:17.4,22.90585682,-119.1829137
44:17.7,-0.182,0.345,0.048,44:17.7,22.82287799,-119.1864583
44:17.9,-0.317,0.301,0.064,44:17.9,22.74361601,-119.183978
44:18.1,-0.283,0.176,0.133,44:18.1,22.66850519,-119.1827821
44:18.3,-0.223,0.149,0.107,44:18.3,22.61675497,-119.1748652
44:18.6,-0.175,0.142,0.069,44:18.5,22.55684846,-119.1659602
44:18.8,-0.322,0.059,0.095,44:18.8,22.4876776,-119.1562259
44:19.0,-0.319,0.211,0.09,44:19.0,22.42312463,-119.149165
44:19.3,-0.388,0.136,0.108,44:19.3,22.35344074,-119.1420589
44:19.5,-0.446,0.166,0.036,44:19.5,22.29673479,-119.1344807
44:19.7,-0.364,0.163,0.075,44:19.7,22.2252626,-119.1265951
44:19.9,-0.39,0.111,0.083,44:19.9,22.16877697,-119.1220477
44:20.1,-0.47,0.108,0.066,44:20.1,22.0943264,-119.11862
44:20.4,-0.221,0.234,0.085,44:20.4,22.01479591,-119.1196675
44:20.6,-0.189,0.133,0.02,44:20.6,21.95007744,-119.1281388
44:20.8,-0.39,0.082,0.031,44:20.8,21.87213805,-119.1403885
44:21.0,-0.333,0.148,-0.011,44:21.1,21.79680071,-119.1564234
44:21.3,-0.318,0.276,0.063,44:21.3,21.74428985,-119.1745055
44:21.5,-0.316,0.174,0.061,44:21.5,21.68148517,-119.1975945
44:21.7,-0.225,0.184,0.039,44:21.7,21.62680949,-119.2247287
44:21.9,-0.216,0.117,0.019,44:21.9,21.57109391,-119.2584929
44:22.2,-0.214,0.107,0.062,44:22.2,21.53526931,-119.2923813
44:22.4,-0.354,0.044,0.024,44:22.4,21.48737765,-119.3287843
44:22.6,-0.251,0.179,0.037,44:22.6,21.44769533,-119.3726103
44:22.9,-0.142,0.082,0.101,44:22.8,21.42365518,-119.4050484
44:23.1,-0.125,0.083,0.149,44:23.1,21.38785704,-119.4527137
44:23.3,-0.216,0.095,0.117,44:23.3,21.35479318,-119.5026365
44:23.5,-0.184,0.178,0.069,44:23.5,21.3256374,-119.5434577
44:23.8,-0.161,0.151,0.097,44:23.8,21.28322216,-119.6000344
44:24.0,-0.19,0.181,0.041,44:24.0,21.25939514,-119.6275919
44:24.2,-0.324,0.2,0.028,44:24.2,21.22472247,-119.6677466
44:24.4,-0.195,0.232,0.056,44:24.4,21.1977094,-119.6982921
44:24.6,-0.346,0.093,0.047,44:24.6,21.15834751,-119.7343877
44:24.9,-0.248,0.084,0.005,44:24.9,21.11906713,-119.7704979
44:25.1,-0.323,0.132,0.018,44:25.1,21.08168036,-119.8071176
44:25.3,-0.196,0.191,0.047,44:25.3,21.0532502,-119.8323096
44:25.5,-0.331,0.081,0.09,44:25.5,21.01560844,-119.8574197
44:25.7,-0.221,0.092,0.057,44:25.8,20.97398961,-119.889365
44:26.0,-0.203,0.115,0.038,44:26.0,20.94110576,-119.9200869
44:26.2,-0.29,0.08,0.053,44:26.2,20.89909056,-119.9698171
44:26.4,-0.299,0.137,0.07,44:26.4,20.87153156,-120.0080633
44:26.6,-0.354,0.24,0.026,44:26.6,20.84663969,-120.0467864
44:26.9,-0.346,0.265,0.042,44:26.9,20.81883491,-120.1045173
44:27.1,-0.281,0.173,0.011,44:27.1,20.79949466,-120.1636571
44:27.3,-0.201,0.123,0.042,44:27.4,20.7721014,-120.2453296
44:27.6,-0.281,0.19,0.008,44:27.6,20.75971912,-120.3100322
44:27.8,-0.264,0.214,0.007,44:27.8,20.74453577,-120.3907137
44:28.0,-0.266,0.187,0.005,44:28.0,20.7346436,-120.4600732
44:28.2,-0.115,0.306,0.045,44:28.2,20.7250226,-120.5422921
44:28.5,-0.2,0.19,-0.029,44:28.5,20.71549425,-120.6217019
44:28.7,-0.34,0.155,0.039,44:28.7,20.71182998,-120.6887749
44:28.9,-0.248,0.198,0.034,44:28.9,20.71013542,-120.7588098
44:29.1,-0.271,0.123,0.004,44:29.1,20.71111003,-120.8226961
44:29.4,-0.183,0.22,0.087,44:29.4,20.70715046,-120.8928581
44:29.6,-0.242,0.091,0.016,44:29.6,20.70476518,-120.9596307
44:29.8,-0.256,0.171,0.035,44:29.8,20.70199382,-121.0119019
44:30.0,-0.202,0.029,0.075,44:30.0,20.6963959,-121.0723078
44:30.3,-0.282,0.102,0.023,44:30.2,20.69606813,-121.1215562
44:30.5,-0.142,0.085,0.024,44:30.5,20.69493334,-121.1754042
44:30.7,-0.188,0.145,0.051,44:30.7,20.69135581,-121.2280513
44:30.9,-0.206,0.169,0.072,44:30.9,20.68405481,-121.2673621
44:31.2,-0.197,0.052,0.079,44:31.2,20.67592386,-121.316703
44:31.4,-0.098,0.12,0.049,44:31.4,20.67436409,-121.3497761
44:31.6,-0.21,0.16,0.134,44:31.6,20.67286596,-121.3995331
44:31.9,-0.206,0.148,0.059,44:31.8,20.67385854,-121.4456251
44:32.1,-0.242,0.164,0.078,44:32.1,20.67393953,-121.4877991
44:32.3,-0.145,0.206,0.038,44:32.3,20.68081385,-121.5436475
44:32.5,-0.215,0.259,0.032,44:32.5,20.68469932,-121.6001125
44:32.7,-0.147,0.204,-0.019,44:32.7,20.6917574,-121.6538625
